                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.6961,                0.99587,                 0.9649,                0.88437,                0.79757,                0.86882,                0.43852,                 1.5863,                0.92657,                0.97332,              0.0015776,              0.0015776,              0.0015776
                     34,                 1.6855,                0.97891,                0.97086,                 0.9197,                0.78828,                0.86326,                0.45367,                 1.5073,                0.92627,                 0.9608,              0.0015644,              0.0015644,              0.0015644
                     35,                 1.7048,                 1.0585,                0.98752,                0.90732,                0.79271,                0.86417,                0.43514,                 1.5435,                0.91043,                0.96507,              0.0015512,              0.0015512,              0.0015512
                     36,                 1.6263,                0.97442,                0.98008,                0.88711,                0.76518,                0.84977,                0.47252,                 1.4454,                 0.8779,                0.94875,               0.001538,               0.001538,               0.001538
                     37,                 1.6365,                0.99805,                0.97022,                 0.9208,                0.75316,                0.88194,                0.45097,                 1.4618,                0.88052,                0.94764,              0.0015248,              0.0015248,              0.0015248
                     38,                 1.6002,                0.94691,                0.96799,                0.86987,                0.80162,                 0.8754,                0.43275,                 1.4796,                0.92657,                0.95776,              0.0015116,              0.0015116,              0.0015116
                     39,                  1.604,                0.94418,                0.98101,                0.88951,                0.81377,                0.87899,                0.43349,                 1.5147,                0.86364,                 0.9562,              0.0014984,              0.0014984,              0.0014984
                     40,                 1.5054,                0.89815,                0.93325,                0.91823,                0.78138,                0.87512,                  0.446,                 1.4747,                0.87249,                0.95156,              0.0014852,              0.0014852,              0.0014852
                     41,                 1.5877,                0.91711,                0.96752,                0.93452,                0.74494,                0.83429,                0.41326,                 1.7222,                0.92268,                  1.015,               0.001472,               0.001472,               0.001472
                     42,                 1.6666,                0.94018,                0.96498,                0.91372,                0.74089,                0.84005,                0.44537,                 1.6008,                0.95589,                0.97564,              0.0014588,              0.0014588,              0.0014588
                     43,                 1.6329,                0.89928,                0.96681,                0.87341,                0.81004,                0.87361,                0.43405,                 1.5312,                 0.8545,                0.94205,              0.0014456,              0.0014456,              0.0014456
                     44,                 1.6741,                0.92818,                0.95714,                0.87373,                0.83806,                0.88969,                0.44525,                  1.603,                0.81357,                0.96105,              0.0014324,              0.0014324,              0.0014324
                     45,                 1.6261,                 0.8932,                 0.9504,                0.90547,                 0.7756,                0.88064,                0.46738,                 1.4737,                0.80889,                0.95791,              0.0014192,              0.0014192,              0.0014192
                     46,                 1.5256,                0.90094,                0.96053,                0.90225,                0.78543,                0.87498,                0.46836,                  1.428,                0.81364,                0.93894,               0.001406,               0.001406,               0.001406
                     47,                 1.5899,                0.87913,                0.97906,                0.92031,                0.84211,                 0.9046,                0.50399,                 1.3795,                0.75278,                0.92397,              0.0013928,              0.0013928,              0.0013928
                     48,                 1.5908,                0.86144,                0.95916,                0.90423,                0.82186,                0.90131,                0.51156,                 1.3723,                0.73298,                0.92508,              0.0013796,              0.0013796,              0.0013796
                     49,                 1.5746,                0.84531,                0.93228,                0.89791,                0.84211,                0.90012,                0.50437,                 1.4419,                0.74645,                0.95008,              0.0013664,              0.0013664,              0.0013664
                     50,                 1.5682,                0.90369,                 0.9488,                0.92549,                0.81377,                0.86819,                0.44267,                 1.6478,                0.80692,                0.96975,              0.0013532,              0.0013532,              0.0013532
                     51,                 1.6334,                0.88545,                0.98307,                0.90571,                0.85555,                 0.8924,                0.50161,                 1.3996,                0.74446,                0.93465,                0.00134,                0.00134,                0.00134
                     52,                  1.596,                0.88211,                0.94535,                 0.9247,                0.82591,                0.91108,                0.48058,                 1.4097,                0.79617,                0.92777,              0.0013268,              0.0013268,              0.0013268
                     53,                 1.6194,                0.87739,                0.95622,                0.93157,                0.84211,                0.90238,                0.47516,                 1.5351,                0.77985,                0.94323,              0.0013136,              0.0013136,              0.0013136
                     54,                 1.5775,                0.87019,                0.94044,                0.91508,                 0.8725,                0.92373,                0.49757,                 1.3929,                0.74432,                0.92382,              0.0013004,              0.0013004,              0.0013004
                     55,                 1.6912,                 0.8908,                0.97038,                0.87233,                0.82987,                0.87789,                0.46847,                 1.4124,                0.77753,                0.93483,              0.0012872,              0.0012872,              0.0012872
                     56,                 1.5793,                0.85538,                0.94673,                0.90721,                0.83125,                0.89452,                0.48932,                 1.4248,                0.75498,                0.94038,               0.001274,               0.001274,               0.001274
                     57,                 1.5127,                0.84509,                0.90999,                0.91334,                0.81781,                0.88907,                0.48779,                 1.3912,                0.75787,                0.91878,              0.0012608,              0.0012608,              0.0012608
                     58,                 1.4415,                0.79022,                0.92733,                0.94258,                0.79754,                0.89251,                0.48265,                 1.4295,                0.75204,                0.92743,              0.0012476,              0.0012476,              0.0012476
                     59,                 1.4936,                0.81761,                0.93456,                0.90864,                0.84558,                0.90715,                0.50797,                 1.3683,                0.71263,                0.91959,              0.0012344,              0.0012344,              0.0012344
                     60,                 1.4785,                0.80666,                0.94002,                 0.9181,                0.86229,                0.92572,                0.53232,                 1.3264,                0.68856,                0.91101,              0.0012212,              0.0012212,              0.0012212
                     61,                 1.5179,                0.78383,                0.96472,                0.94416,                0.86235,                0.90944,                0.51461,                 1.3491,                 0.6885,                0.91277,               0.001208,               0.001208,               0.001208
                     62,                 1.5404,                0.81577,                0.93223,                0.92888,                0.84603,                0.91562,                0.50474,                 1.3695,                0.70585,                0.91401,              0.0011948,              0.0011948,              0.0011948
                     63,                  1.446,                0.76702,                0.93791,                0.94636,                0.83806,                0.92488,                0.49837,                 1.3899,                0.71617,                0.91457,              0.0011816,              0.0011816,              0.0011816
                     64,                 1.4689,                0.76594,                0.95378,                0.94104,                0.84004,                0.92887,                0.51661,                 1.3387,                  0.692,                 0.9136,              0.0011684,              0.0011684,              0.0011684
                     65,                 1.4637,                0.80075,                0.92848,                0.91384,                 0.8583,                0.90675,                0.49108,                 1.3731,                0.70912,                0.91829,              0.0011552,              0.0011552,              0.0011552
                     66,                 1.5028,                0.82605,                0.94215,                0.91633,                0.82591,                0.89008,                 0.4813,                  1.402,                0.74046,                0.92308,               0.001142,               0.001142,               0.001142
                     67,                 1.5173,                0.79581,                0.91559,                  0.903,                0.86235,                0.90433,                0.51219,                 1.3437,                0.69462,                0.92415,              0.0011288,              0.0011288,              0.0011288
                     68,                 1.3961,                0.73281,                0.91893,                0.93591,                0.85425,                0.91046,                0.51131,                 1.3759,                0.69329,                0.92299,              0.0011156,              0.0011156,              0.0011156
                     69,                  1.457,                0.76462,                0.90978,                0.94132,                 0.8664,                0.93044,                0.55087,                 1.2787,                0.66638,                 0.9067,              0.0011024,              0.0011024,              0.0011024
                     70,                 1.4811,                0.76493,                 0.9296,                0.92696,                 0.8583,                0.91876,                0.54538,                 1.3214,                0.66754,                0.90604,              0.0010892,              0.0010892,              0.0010892
                     71,                 1.4509,                0.74663,                0.92462,                0.95256,                0.87045,                0.93617,                0.56439,                 1.2552,                0.65445,                0.89945,               0.001076,               0.001076,               0.001076
                     72,                 1.4511,                 0.7537,                0.93508,                  0.944,                0.88728,                0.94108,                0.56931,                 1.2368,                0.65421,                0.89148,              0.0010628,              0.0010628,              0.0010628
                     73,                 1.3639,                0.75465,                0.93652,                0.92637,                0.87045,                0.93599,                0.54738,                 1.2873,                0.67713,                0.89941,              0.0010496,              0.0010496,              0.0010496
                     74,                 1.3513,                0.72131,                0.89232,                0.92828,                 0.8664,                0.93288,                0.56252,                 1.2118,                0.65213,                 0.8933,              0.0010364,              0.0010364,              0.0010364
                     75,                 1.3622,                0.71966,                0.92437,                0.93514,                0.88664,                 0.9403,                0.57322,                 1.2009,                 0.6404,                0.88654,              0.0010232,              0.0010232,              0.0010232
                     76,                   1.38,                 0.7437,                0.89344,                0.92577,                0.85425,                0.92625,                 0.5675,                 1.2268,                0.65869,                0.88895,                0.00101,                0.00101,                0.00101
                     77,                  1.399,                0.73242,                 0.9108,                 0.9312,                0.87676,                0.93508,                0.55953,                 1.2887,                0.64532,                 0.9013,              0.0009968,              0.0009968,              0.0009968
                     78,                 1.4483,                0.72569,                0.92991,                0.93998,                0.88773,                0.93502,                0.56687,                 1.2766,                0.64605,                0.90018,              0.0009836,              0.0009836,              0.0009836
                     79,                 1.3928,                0.76304,                0.89876,                0.92524,                0.87449,                0.93545,                0.56055,                 1.2707,                0.65206,                0.89633,              0.0009704,              0.0009704,              0.0009704
                     80,                 1.4121,                0.76479,                0.87712,                0.93848,                0.87045,                0.94603,                0.59266,                 1.2323,                0.64594,                0.88566,              0.0009572,              0.0009572,              0.0009572
                     81,                 1.3397,                0.71331,                0.88318,                0.94349,                0.88664,                0.94407,                0.58774,                 1.1941,                0.64809,                0.88289,               0.000944,               0.000944,               0.000944
                     82,                 1.3257,                0.76474,                0.89268,                0.92779,                0.88435,                0.93168,                0.58209,                 1.1998,                0.65161,                0.88283,              0.0009308,              0.0009308,              0.0009308
                     83,                 1.3327,                0.68877,                0.90501,                0.91856,                0.89879,                0.93068,                0.57279,                 1.2242,                0.65109,                 0.8864,              0.0009176,              0.0009176,              0.0009176
                     84,                 1.3866,                0.72794,                 0.8816,                 0.9311,                0.88259,                0.92975,                0.56991,                 1.2172,                0.63617,                0.88532,              0.0009044,              0.0009044,              0.0009044
                     85,                 1.2921,                0.69539,                 0.9056,                0.94061,                0.87854,                0.95188,                0.59099,                   1.21,                0.61763,                0.88389,              0.0008912,              0.0008912,              0.0008912
                     86,                 1.3868,                0.69923,                0.91201,                0.93937,                0.87815,                0.94706,                0.58585,                 1.2012,                0.62407,                0.88491,               0.000878,               0.000878,               0.000878
                     87,                 1.2886,                0.66293,                0.88093,                0.95352,                0.88259,                 0.9561,                0.58664,                 1.1602,                0.60495,                0.87953,              0.0008648,              0.0008648,              0.0008648
                     88,                 1.3232,                0.69693,                0.90006,                0.94996,                0.87854,                0.95179,                0.57886,                 1.2218,                0.60234,                0.88302,              0.0008516,              0.0008516,              0.0008516
                     89,                 1.3251,                0.66864,                0.89248,                0.93955,                0.88104,                0.94857,                0.60448,                  1.146,                0.58535,                0.87345,              0.0008384,              0.0008384,              0.0008384
                     90,                 1.3538,                0.69679,                0.87895,                0.95582,                0.87595,                0.94947,                0.60295,                 1.1443,                0.58692,                0.87096,              0.0008252,              0.0008252,              0.0008252
                     91,                 1.3085,                0.67896,                0.89261,                 0.9312,                 0.8768,                0.93946,                0.56056,                 1.2822,                0.62705,                0.89682,               0.000812,               0.000812,               0.000812
                     92,                 1.4008,                 0.7135,                 0.9099,                0.95465,                0.86235,                0.93709,                0.59363,                 1.1861,                0.61996,                0.87927,              0.0007988,              0.0007988,              0.0007988
                     93,                 1.4157,                0.71446,                0.88563,                0.91218,                0.88312,                0.92065,                0.55027,                 1.2168,                0.63196,                0.88082,              0.0007856,              0.0007856,              0.0007856
                     94,                 1.2622,                0.67151,                0.88907,                 0.9372,                0.84594,                0.89964,                0.53924,                 1.2527,                0.62142,                0.88609,              0.0007724,              0.0007724,              0.0007724
                     95,                 1.3085,                0.68761,                0.89416,                0.93542,                0.87854,                 0.9349,                0.59385,                 1.1911,                0.59016,                0.88647,              0.0007592,              0.0007592,              0.0007592
                     96,                  1.309,                0.67675,                0.90254,                 0.9473,                0.87326,                0.95366,                0.60919,                 1.1384,                0.57894,                0.87418,               0.000746,               0.000746,               0.000746
                     97,                 1.2921,                0.64178,                0.88677,                0.93633,                0.89311,                0.95302,                0.60514,                  1.142,                0.58946,                0.86894,              0.0007328,              0.0007328,              0.0007328
                     98,                 1.2635,                0.68101,                0.90891,                0.93606,                0.87449,                0.94554,                0.60591,                  1.091,                0.58455,                0.86091,              0.0007196,              0.0007196,              0.0007196
                     99,                 1.2594,                0.64271,                0.89604,                0.94734,                0.87396,                 0.9445,                0.60115,                 1.1246,                0.58344,                0.86592,              0.0007064,              0.0007064,              0.0007064
                    100,                 1.2699,                0.65671,                0.87463,                 0.9554,                0.86724,                 0.9468,                0.60472,                 1.1219,                0.57669,                0.86693,              0.0006932,              0.0006932,              0.0006932
                    101,                 1.2215,                0.65057,                 0.8763,                0.96015,                0.87798,                0.94843,                0.62344,                 1.1085,                0.56637,                0.86258,                0.00068,                0.00068,                0.00068
                    102,                 1.2922,                0.67047,                0.87546,                0.95711,                0.88664,                0.95055,                0.62267,                 1.0942,                0.56526,                0.86241,              0.0006668,              0.0006668,              0.0006668
                    103,                  1.304,                0.70466,                0.88272,                0.96048,                0.88556,                0.94956,                0.61734,                 1.1216,                0.57985,                0.86607,              0.0006536,              0.0006536,              0.0006536
                    104,                 1.3093,                0.67784,                0.88781,                0.96476,                0.88677,                 0.9432,                0.58974,                 1.1792,                0.58688,                0.87495,              0.0006404,              0.0006404,              0.0006404
                    105,                 1.2606,                0.63211,                0.88748,                0.96413,                0.88259,                0.94228,                0.62492,                 1.0874,                0.56674,                0.86072,              0.0006272,              0.0006272,              0.0006272
                    106,                 1.2978,                0.66953,                0.87225,                  0.956,                0.88664,                0.95148,                0.64324,                 1.0444,                0.55236,                0.85364,               0.000614,               0.000614,               0.000614
                    107,                 1.2625,                0.64177,                0.86886,                0.95414,                0.87854,                0.95143,                0.61933,                 1.0894,                 0.5695,                0.85563,              0.0006008,              0.0006008,              0.0006008
                    108,                 1.2632,                0.63092,                0.88889,                0.95589,                0.88259,                0.94726,                0.63481,                 1.0449,                0.55034,                 0.8523,              0.0005876,              0.0005876,              0.0005876
                    109,                 1.2846,                0.65733,                0.87586,                0.95257,                0.89439,                0.95226,                0.62011,                 1.0727,                0.55503,                0.85271,              0.0005744,              0.0005744,              0.0005744
                    110,                 1.2047,                0.62875,                0.86667,                0.94826,                0.87449,                0.94777,                0.63239,                 1.0322,                0.54539,                0.84637,              0.0005612,              0.0005612,              0.0005612
                    111,                 1.1688,                0.60524,                0.89195,                0.95611,                0.87045,                0.94886,                0.63878,                 1.0407,                0.55576,                0.84926,               0.000548,               0.000548,               0.000548
                    112,                 1.1836,                0.61281,                0.86305,                0.95165,                0.87449,                0.94938,                0.63538,                 1.0382,                0.56183,                0.85111,              0.0005348,              0.0005348,              0.0005348
                    113,                 1.1777,                0.61321,                0.87877,                0.94629,                0.88259,                 0.9441,                0.62756,                 1.0561,                 0.5682,                0.85693,              0.0005216,              0.0005216,              0.0005216
                    114,                 1.2173,                0.62081,                0.86768,                0.94463,                0.89798,                0.95345,                0.63615,                 1.0186,                0.56077,                0.84999,              0.0005084,              0.0005084,              0.0005084
                    115,                 1.1647,                 0.6089,                 0.8687,                 0.9559,                0.87764,                 0.9434,                 0.6342,                  1.068,                0.55997,                0.85247,              0.0004952,              0.0004952,              0.0004952
                    116,                 1.1623,                0.60864,                0.85112,                0.94991,                0.88259,                0.94732,                0.64308,                 1.0464,                0.56091,                0.85204,               0.000482,               0.000482,               0.000482
                    117,                 1.1771,                0.61865,                0.88256,                0.94861,                0.89682,                0.95706,                0.64738,                 1.0351,                0.55458,                0.85243,              0.0004688,              0.0004688,              0.0004688
                    118,                 1.1092,                0.58875,                0.86507,                0.94557,                0.88664,                0.95058,                0.65652,                 1.0061,                0.54369,                0.84939,              0.0004556,              0.0004556,              0.0004556
                    119,                 1.1452,                0.59906,                0.87114,                0.95648,                0.87854,                0.95383,                0.65667,                 1.0228,                0.54173,                0.84772,              0.0004424,              0.0004424,              0.0004424
                    120,                 1.1606,                0.61601,                0.85928,                0.96868,                0.87649,                0.95979,                 0.6581,                 1.0107,                0.53218,                0.84623,              0.0004292,              0.0004292,              0.0004292
                    121,                 1.1568,                0.60931,                 0.8637,                0.96072,                0.89123,                0.95491,                0.65638,                0.99877,                0.53734,                0.84696,               0.000416,               0.000416,               0.000416
                    122,                 1.1363,                0.60688,                0.88831,                0.94083,                0.89069,                0.95426,                0.65764,                0.98636,                0.53369,                0.84447,              0.0004028,              0.0004028,              0.0004028
                    123,                 1.1108,                0.57676,                0.88061,                0.92197,                0.90283,                0.95715,                0.65376,                0.99434,                0.53961,                0.84246,              0.0003896,              0.0003896,              0.0003896
                    124,                 1.1555,                 0.5874,                0.87163,                0.95569,                0.87313,                0.95487,                0.65565,                 1.0059,                0.54114,                  0.846,              0.0003764,              0.0003764,              0.0003764
                    125,                 1.1906,                 0.6081,                0.87035,                0.96679,                0.87854,                0.95578,                0.67154,                0.96479,                0.52296,                0.84029,              0.0003632,              0.0003632,              0.0003632
                    126,                  1.117,                0.60158,                0.86289,                0.96465,                0.88394,                0.95498,                0.67704,                0.95177,                0.51776,                0.83919,                0.00035,                0.00035,                0.00035
                    127,                 1.1247,                0.61067,                0.84848,                0.96028,                0.88259,                0.95805,                0.66111,                 0.9763,                0.51781,                0.84102,              0.0003368,              0.0003368,              0.0003368
                    128,                 1.1538,                0.59014,                0.86956,                0.93357,                0.91032,                0.95916,                 0.6659,                 0.9646,                 0.5163,                0.83897,              0.0003236,              0.0003236,              0.0003236
                    129,                 1.0723,                0.57156,                0.85897,                0.95742,                0.89879,                0.96516,                  0.676,                0.95307,                0.51629,                0.83739,              0.0003104,              0.0003104,              0.0003104
                    130,                 1.0527,                0.55876,                0.85113,                 0.9655,                0.90651,                0.96639,                0.67608,                0.95055,                0.51029,                0.83772,              0.0002972,              0.0002972,              0.0002972
                    131,                 1.1043,                0.57161,                0.84841,                0.94012,                0.89474,                0.95554,                0.67191,                 0.9657,                0.51359,                0.83883,               0.000284,               0.000284,               0.000284
                    132,                 1.0729,                0.54696,                 0.8636,                0.93249,                0.89474,                0.95629,                 0.6707,                 0.9657,                0.50933,                0.83857,              0.0002708,              0.0002708,              0.0002708
                    133,                 1.0952,                0.58106,                0.86078,                0.94809,                0.89474,                0.96133,                  0.688,                0.93067,                0.50093,                0.83584,              0.0002576,              0.0002576,              0.0002576
                    134,                 1.1014,                0.57144,                0.84611,                0.97891,                0.87449,                 0.9649,                0.69627,                0.90264,                0.49317,                0.83145,              0.0002444,              0.0002444,              0.0002444
                    135,                 1.1284,                0.57763,                0.85723,                 0.9864,                0.88089,                0.96857,                0.69919,                0.89708,                0.49377,                0.83098,              0.0002312,              0.0002312,              0.0002312
                    136,                 1.1016,                0.57474,                0.84346,                 0.9775,                0.87927,                0.96633,                0.69462,                0.90373,                0.49773,                0.83286,               0.000218,               0.000218,               0.000218
                    137,                 1.0405,                0.56704,                0.84166,                0.95707,                0.90248,                0.97034,                0.69616,                 0.9028,                0.50361,                0.83259,              0.0002048,              0.0002048,              0.0002048
                    138,                 1.0351,                0.57285,                0.84862,                0.96786,                0.88664,                0.96809,                0.70078,                 0.9037,                0.49904,                 0.8314,              0.0001916,              0.0001916,              0.0001916
                    139,                 1.0542,                0.55963,                0.84748,                0.96064,                0.88936,                0.96644,                0.69253,                0.90444,                0.49686,                0.82951,              0.0001784,              0.0001784,              0.0001784
                    140,                 1.0281,                 0.5601,                0.85357,                0.95323,                 0.9077,                0.96797,                0.69473,                 0.8966,                0.50389,                0.82867,              0.0001652,              0.0001652,              0.0001652
                    141,                 1.0552,                0.58278,                0.83994,                0.94883,                0.90688,                0.97003,                0.69754,                0.89834,                0.50828,                0.82858,               0.000152,               0.000152,               0.000152
                    142,                 1.0469,                0.55256,                0.86238,                0.95713,                0.90385,                0.96909,                0.69984,                0.89092,                  0.505,                0.82831,              0.0001388,              0.0001388,              0.0001388
                    143,                 1.0489,                0.56559,                0.84388,                0.96502,                0.89352,                0.96415,                0.69667,                0.88196,                0.49593,                0.82872,              0.0001256,              0.0001256,              0.0001256
                    144,                 1.0164,                  0.548,                0.83692,                0.95265,                0.89597,                0.96346,                0.69798,                0.87863,                0.49186,                0.82809,              0.0001124,              0.0001124,              0.0001124
                    145,                 1.0453,                0.56124,                0.85188,                0.95291,                0.90117,                0.96392,                0.70044,                0.86576,                0.48791,                0.82672,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                 1.0771,                0.58783,                0.83117,                0.95241,                0.90283,                0.96411,                0.70662,                0.85302,                0.48658,                0.82562,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.98666,                 0.5252,                0.84244,                0.96039,                0.89474,                0.96103,                0.70203,                0.85135,                 0.4818,                0.82527,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                 1.0733,                0.56079,                0.85132,                 0.9666,                0.89474,                0.96529,                0.70628,                 0.8491,                0.48124,                0.82501,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                 1.0562,                0.54452,                0.85043,                0.97337,                0.89879,                0.96556,                0.70797,                0.84117,                0.48102,                0.82481,               4.64e-05,               4.64e-05,               4.64e-05
